,MSISDN/Number,Total UL and DL,Dur. (ms),sessions frequency,cluster
0,33703776214.607582,-9.73707140368386e-06,-1.5939037857015938e-05,9.268669505100244e-06,6.935505772118211e-18
1,609698572745185.0,0.5202225138956509,0.8515749747994705,-0.49519720635304504,1.0
